Q50017,R277156
Q80919,R015503
Q80922,R809101
Q80924,R026620
Q80927,R624662
Q80929,R221951
Q80936,R925636
Q80948,R457910
Q80954,R835548
Q80956,R703689
Q80960,R396333
Q80961,R586617
Q80971,R830939
Q80974,R216401
Q80975,R701982
Q80979,R263077
Q80984,R540279
Q80987,R831178
Q81004,R502675
Q81014,R721111
Q81024,R066691
Q81027,R795673
Q81031,R082675
Q81033,R017053
Q81036,R040498
Q81037,R173224
Q81050,R442900
Q81053,R251499
Q81060,R522981
Q81061,R468171
Q81065,R399445
Q81067,R718206
Q81068,R906446
Q81079,R727508
Q81085,R642035
Q81088,R707339
Q81090,R189512
Q81094,R072387
Q81096,R389958
Q81097,R216152
Q81109,R575216
Q81116,R518404
Q81117,R359789
Q81126,R871173
Q81128,R910717
Q81133,R778082
Q81140,R956615
Q81144,R371496
Q81150,R991629
Q81151,R425279
Q81153,R276685
Q81155,R040052
Q81156,R760325
Q81158,R408736
Q81160,R683107
Q81163,R653897
Q81181,R226547
Q81183,R273090
Q81186,R296673
Q81194,R139644
Q81197,R099556
Q81226,R108485
Q81229,R261833
Q81230,R439637
Q81238,R372118
Q81239,R965348
Q81240,R028724
Q81241,R099073
Q81247,R292657
Q81254,R051319
Q81255,R886066
Q81265,R214920
Q81269,R166645
Q81273,R759824
Q81277,R842383
Q81278,R597536
Q81285,R266571
Q81293,R652694
Q81299,R269420
Q81302,R157867
Q81313,R462310
Q81316,R461119
Q81323,R827293
Q81329,R707163
Q81335,R025615
Q81339,R610336
Q81344,R431585
Q81347,R345175
Q81362,R771070
Q81366,R227277
Q81368,R627480
Q81377,R239320
Q81383,R460156
Q81395,R395387
Q81396,R314541
Q81405,R158122
Q81410,R485934
Q81411,R532458
Q81417,R369679
Q81419,R498914
Q81428,R995551
Q81435,R545220
Q81439,R795818
Q81444,R631567
Q81445,R978572
Q81448,R381071
Q81449,R103763
Q81451,R082141
Q81454,R557414
Q81460,R168675
Q81470,R438326
Q81474,R518418
Q81480,R770168
Q81481,R318035
Q81489,R466817
Q81497,R328598
Q81506,R945565
Q81510,R221078
Q81511,R492745
Q81539,R178143
Q81556,R942634
Q81557,R333789
Q81567,R983095
Q81572,R592101
Q81583,R892863
Q81589,R891746
Q81594,R226605
Q81596,R085874
Q81597,R910161
Q81604,R205586
Q81614,R801859
Q81618,R789231
Q81621,R658056
Q81622,R622643
Q81638,R676439
Q81641,R298987
Q81644,R534172
Q81645,R695030
Q81646,R808134
Q81648,R813604
Q81656,R170416
Q81660,R112023
Q81664,R364468
Q81673,R679809
Q81678,R989346
Q81679,R621816
Q81683,R146835
Q81695,R990342
Q81698,R358079
Q81710,R852272
Q81726,R269182
Q81733,R148167
Q81735,R574198
Q81749,R567307
Q81750,R477501
Q81756,R629265
Q81760,R650942
Q81762,R531144
Q81763,R510513
Q81765,R660695
Q81769,R454500
Q81774,R927776
Q81775,R443922
Q81786,R705509
Q81787,R760983
Q81789,R504491
Q81796,R294391
Q81802,R761658
Q81803,R473048
Q81804,R039561
Q81813,R845743
Q81819,R554041
Q81823,R944726
Q81832,R250285
Q81853,R490395
Q81854,R239305
Q81855,R311295
Q81858,R050391
Q81871,R674869
Q81872,R594575
Q81873,R929980
Q81874,R215833
Q81879,R470160
Q81884,R741515
Q81886,R926784
Q81887,R064005
Q81892,R070753
Q81894,R216313
Q81895,R772066
Q81900,R907575
Q81905,R184686
Q81908,R317132
Q81910,R305437
Q81919,R627373
Q81926,R339421
Q81927,R854377
Q81929,R876690
Q81938,R832206
Q81939,R101237
Q81953,R780136
Q81961,R618189
Q81970,R544662
Q81975,R794985
Q81983,R588529
Q81984,R882304
Q81993,R105919
Q81999,R721225
Q82000,R699091
Q82001,R489952
Q82004,R643636
Q82006,R172926
Q82008,R262567
Q82011,R002643
Q82014,R670867
Q82016,R215923
Q82020,R959196
Q82026,R709739
Q82037,R353593
Q82046,R001729
Q82049,R650764
Q82051,R209521
Q82052,R724063
Q82056,R590503
Q82064,R138626
Q82067,R368462
Q82070,R675810
Q82073,R683051
Q82074,R230189
Q82079,R401164
Q82082,R872788
Q82083,R864877
Q82092,R232799
Q82097,R716791
Q82102,R244088
Q82105,R411419
Q82107,R343550
Q82111,R749911
Q82113,R376812
Q82115,R731349
Q82116,R092110
Q82127,R503372
Q82140,R498445
Q82141,R104390
Q82145,R639170
Q82150,R992006
Q82156,R426759
Q82162,R161015
Q82171,R543504
Q82174,R511845
Q82177,R146827
Q82178,R931737
Q82186,R179804
Q82205,R493212
Q82208,R135867
Q82217,R462025
Q82229,R143868
Q82231,R799364
Q82232,R520464
Q82235,R275360
Q82237,R290786
Q82245,R298935
Q82248,R374904
Q82249,R260051
Q82253,R970792
Q82266,R468981
Q82267,R949709
Q82270,R560354
Q82272,R828129
Q82275,R977556
Q82282,R586477
Q82284,R967865
Q82298,R780788
Q82303,R448167
Q82323,R276464
Q82327,R002724
Q82331,R030780
Q82332,R285450
Q82360,R131292
Q82365,R321442
Q82368,R213049
Q82380,R431191
Q82391,R866377
Q82394,R745897
Q82404,R529094
Q82407,R001402
Q82412,R158599
Q82427,R467249
Q82433,R308671
Q82435,R547438
Q82440,R732709
Q82444,R175682
Q82452,R278253
Q82456,R558014
Q82465,R943625
Q82467,R210019
Q82477,R047216
Q82479,R177784
Q82482,R113660
Q82492,R438246
Q82494,R301970
Q82500,R124940
Q82505,R349503
Q82517,R860890
Q82534,R927484
Q82543,R977742
Q82545,R394468
Q82551,R132765
Q82552,R951243
Q82556,R885282
Q82568,R105625
Q82569,R618027
Q82578,R110197
Q82579,R313977
Q82582,R128069
Q82585,R703091
Q82603,R193902
Q82605,R093321
Q82608,R184192
Q82616,R329488
Q82617,R688267
Q82621,R045317
Q82623,R063880
Q82625,R864755
Q82628,R016425
Q82629,R541324
Q82630,R069071
Q82633,R588619
Q82634,R382644
Q82640,R705314
Q82641,R318881
Q82644,R555069
Q82646,R177746
Q82649,R662462
Q82651,R670011
Q82652,R874929
Q82657,R389193
Q82670,R287160
Q82683,R593644
Q82685,R519768
Q82702,R626015
Q82710,R350692
Q82711,R772070
Q82714,R013335
Q82716,R395897
Q82727,R419265
Q82733,R807582
Q82739,R760785
Q82741,R085686
Q82743,R991042
Q82749,R654097
Q82752,R060775
Q82753,R173102
Q82754,R321703
Q82765,R793814
Q82786,R518389
Q82796,R178905
Q82799,R293072
Q82800,R168921
Q82802,R330842
Q82804,R367437
Q82806,R274910
Q82807,R385839
Q82809,R221756
Q82811,R413123
Q82818,R268986
Q82821,R482603
Q82824,R133176
Q82828,R478287
Q82830,R124942
Q82848,R690586
Q82853,R548733
Q82854,R995325
Q82870,R751895
Q82873,R607413
Q82875,R400747
Q82878,R327135
Q82879,R584902
Q82888,R159207
Q82897,R088071
Q82903,R421256
Q82904,R408813
Q82909,R823651
Q82913,R645147
Q82915,R527573
Q82921,R551625
Q82922,R875460
Q82923,R390440
Q82928,R448679
Q82929,R752619
Q82933,R563627
Q82935,R355572
Q82938,R350287
Q82941,R780299
Q82958,R897173
Q82962,R867955
Q82963,R553996
Q82966,R877134
Q82972,R027936
Q82974,R501185
Q82976,R908096
Q82982,R404235
Q82984,R936057
Q82986,R056880
Q82989,R546328
Q83002,R341373
Q83016,R886673
Q83032,R179629
Q83034,R980695
Q83037,R248642
Q83041,R824050
Q83042,R002348
Q83045,R456887
Q83055,R521193
Q83058,R588276
Q83059,R790612
Q83063,R371619
Q83066,R603192
Q83070,R897215
Q83076,R760779
Q83077,R284308
Q83081,R665105
Q83087,R515734
Q83096,R126514
Q83097,R009193
Q83105,R533443
Q83121,R263472
Q83122,R124562
Q83124,R522163
Q83125,R208503
Q83133,R843336
Q83135,R336765
Q83137,R529558
Q83139,R931534
Q83150,R179646
Q83160,R002816
Q83171,R748156
Q83174,R760904
Q83179,R011914
Q83183,R206545
Q83187,R812473
Q83191,R036114
Q83195,R894690
Q83196,R421990
Q83203,R721715
Q83209,R253990
Q83216,R883185
Q83217,R350466
Q83227,R910521
Q83229,R496994
Q83236,R117811
Q83243,R610941
Q83247,R561065
Q83251,R645149
Q83255,R721179
Q83256,R406095
Q83257,R182101
Q83258,R070185
Q83273,R384678
Q83277,R569730
Q83287,R281328
Q83302,R785844
Q83311,R235727
Q83315,R753360
Q83316,R958747
Q83318,R693152
Q83323,R980867
Q83324,R939297
Q83325,R024362
Q83327,R252352
Q83333,R431117
Q83335,R758284
Q83339,R062079
Q83342,R310257
Q83343,R222110
Q83357,R481519
Q83358,R151309
Q83362,R570460
Q83364,R171010
Q83366,R855806
Q83368,R828324
Q83369,R884466
Q83384,R604342
Q83398,R196760
Q83406,R115879
Q83409,R138060
Q83414,R011011
Q83416,R345143
Q83423,R099319
Q83426,R130512
Q83433,R723380
Q83434,R853452
Q83438,R211347
Q83445,R052193
Q83458,R551482
Q83460,R890093
Q83465,R195296
Q83468,R020412
Q83470,R158878
Q83472,R164275
Q83498,R602192
Q83512,R094584
Q83519,R631685
Q83520,R026541
Q83537,R725767
Q83542,R027383
Q83544,R524015
Q83551,R303245
Q83557,R136030
Q83561,R370909
Q83562,R488186
Q83565,R128617
Q83575,R914094
Q83580,R925352
Q83582,R738995
Q83584,R469730
Q83592,R694166
Q83596,R245346
Q83604,R785358
Q83607,R064939
Q83619,R946247
Q83631,R963849
Q83633,R546560
Q83634,R311181
Q83640,R765725
Q83644,R947106
Q83653,R967206
Q83654,R843954
Q83664,R304658
Q83671,R725478
Q83682,R843499
Q83686,R663766
Q83688,R219697
Q83695,R283502
Q83697,R786277
Q83699,R189022
Q83711,R322516
Q83732,R546464
Q83734,R208284
Q83735,R237566
Q83743,R981131
Q83748,R093472
Q83751,R477468
Q83753,R192205
Q83759,R799978
Q83760,R837832
Q83766,R683519
Q83780,R829808
Q83783,R839055
Q83784,R970107
Q83788,R181547
Q83795,R932693
Q83805,R266066
Q83808,R167972
Q83816,R502233
Q83818,R454650
Q83822,R959767
Q83823,R816927
Q83830,R557516
Q83836,R249898
Q83845,R042844
Q83875,R507068
Q83876,R239883
Q83885,R030186
Q83897,R422871
Q83908,R542840
Q83913,R364305
Q83920,R382726
Q83921,R681986
Q83924,R977925
Q83927,R811094
Q83936,R895174
Q83938,R092521
Q83941,R998630
Q83944,R540843
Q83948,R309866
Q83950,R425434
Q83951,R632549
Q83952,R788063
Q83966,R749914
Q83967,R631414
Q83974,R289163
Q83980,R790697
Q84001,R244625
Q84006,R032825
Q84011,R279710
Q84027,R169538
Q84031,R366530
Q84032,R430174
Q84042,R365114
Q84043,R829848
Q84046,R319538
Q84052,R560519
Q84054,R378203
Q84066,R714156
Q84073,R016974
Q84075,R474334
Q84078,R594223
Q84080,R167872
Q84094,R129257
Q84100,R222138
Q84102,R283623
Q84105,R226190
Q84108,R823203
Q84114,R377067
Q84117,R383671
Q84119,R761029
Q84121,R131401
Q84125,R887211
Q84126,R890960
Q84127,R287571
Q84130,R024395
Q84137,R855294
Q84142,R012302
Q84158,R201610
Q84168,R052018
Q84177,R943161
Q84180,R116674
Q84181,R613764
Q84190,R479226
Q84200,R052937
Q84207,R011038
Q84208,R998525
Q84211,R700484
Q84221,R951436
Q84227,R403490
Q84228,R276554
Q84231,R893064
Q84232,R898258
Q84233,R186403
Q84236,R604962
Q84237,R087149
Q84242,R975751
Q84243,R550102
Q84252,R473488
Q84263,R545450
Q84267,R961454
Q84269,R214103
Q84273,R447906
Q84285,R976817
Q84286,R652774
Q84287,R329480
Q84290,R634793
Q84293,R641370
Q84296,R636066
Q84302,R875569
Q84328,R697583
Q84329,R966626
Q84331,R797600
Q84334,R804324
Q84337,R179916
Q84341,R746000
Q84349,R223293
Q84351,R924512
Q84356,R374732
Q84364,R126957
Q84379,R038376
Q84382,R880672
Q84385,R115775
Q84388,R447513
Q84398,R317001
Q84405,R894204
Q84409,R498141
Q84410,R189970
Q84411,R438550
Q84412,R603470
Q84413,R463565
Q84417,R703841
Q84418,R596739
Q84422,R165958
Q84431,R168434
Q84432,R250853
Q84435,R288319
Q84436,R231293
Q84445,R326409
Q84446,R246143
Q84449,R823475
Q84454,R680992
Q84455,R434890
Q84457,R938292
Q84458,R547155
Q84460,R366576
Q84464,R231998
Q84466,R745216
Q84469,R583288
Q84470,R521038
Q84475,R483875
Q84477,R321958
Q84478,R959282
Q84490,R601795
Q84493,R741856
Q84496,R177893
Q84501,R361155
Q84504,R576916
Q84505,R574804
Q84508,R833325
Q84512,R887828
Q84513,R895536
Q84514,R298557
Q84521,R840756
Q84523,R110260
Q84527,R206387
Q84528,R623399
Q84530,R908749
Q84531,R318942
Q84533,R555805
Q84534,R292204
Q84536,R515741
Q84542,R619516
Q84547,R152524
Q84551,R009968
Q84552,R768387
Q84563,R280205
Q84567,R786647
Q84568,R436180
Q84569,R717532
Q84594,R158810
Q84602,R787019
Q84605,R619065
Q84607,R943858
Q84611,R524748
Q84615,R351175
Q84617,R976930
Q84622,R972001
Q84636,R708237
Q84646,R368727
Q84651,R375204
Q84652,R296645
Q84654,R552575
Q84666,R148760
Q84667,R838054
Q84673,R707726
Q84674,R321609
Q84675,R923818
Q84679,R449286
Q84688,R068859
Q84692,R514757
Q84706,R295385
Q84707,R326645
Q84709,R133598
Q84712,R292427
Q84713,R205160
Q84731,R294022
Q84735,R280703
Q84740,R014712
Q84744,R017517
Q84748,R807996
Q84750,R039340
Q84756,R917051
Q84761,R661805
Q84762,R622033
Q84763,R512158
Q84765,R672905
Q84773,R579676
Q84782,R531048
Q84784,R195322
Q84789,R566528
Q84795,R743697
Q84797,R260558
Q84799,R415586
Q84800,R452743
Q84806,R729655
Q84807,R437595
Q84814,R304879
Q84822,R561988
Q84824,R544014
Q84830,R282726
Q84842,R798676
Q84847,R963458
Q84849,R337838
Q84852,R264154
Q84865,R834887
Q84867,R379713
Q84882,R999869
Q84885,R024905
Q84892,R188025
Q84895,R966111
Q84896,R382871
Q84904,R681225
Q84908,R784149
Q84913,R574449
Q84917,R634091
Q84919,R373659
Q84929,R526590
Q84934,R103810
Q84955,R773791
Q84969,R477040
Q84972,R332266
Q84982,R548590
Q84983,R077150
Q84987,R455767
Q84990,R151283
Q84992,R069968
Q84993,R980852
Q84998,R039982
Q85001,R001702
Q85006,R010133
Q85009,R355224
Q85016,R187827
Q85017,R103854
Q85018,R988468
Q85022,R616341
Q85030,R352052
Q85033,R107417
Q85040,R023243
Q85049,R447774
Q85066,R115180
Q85068,R102758
Q85069,R171831
Q85075,R679509
Q85084,R974996
Q85088,R797714
Q85091,R386972
Q85093,R605424
Q85095,R928629
Q85096,R301768
Q85105,R248270
Q85109,R460376
Q85114,R808248
Q85116,R774988
Q85121,R303410
Q85126,R926667
Q85129,R725307
Q85131,R386064
Q85133,R861349
Q85146,R432671
Q85157,R067098
Q85159,R200342
Q85163,R879700
Q85170,R476060
Q85173,R231355
Q85174,R887821
Q85183,R261735
Q85191,R310239
Q85193,R950449
Q85203,R986215
Q85214,R191402
Q85221,R181815
Q85223,R916426
Q85226,R482807
Q85232,R460616
Q85246,R208556
Q85255,R497933
Q85257,R259371
Q85260,R619602
Q85275,R866707
Q85281,R534525
Q85283,R550883
Q85284,R831966
Q85286,R974693
Q85294,R152281
Q85309,R785425
Q85312,R061400
Q85314,R965416
Q85316,R386929
Q85323,R693688
Q85332,R751736
Q85333,R442263
Q85337,R695607
Q85338,R183201
Q85339,R104982
Q85340,R687422
Q85342,R806564
Q85349,R145825
Q85354,R963973
Q85355,R068151
Q85358,R250210
Q85359,R114516
Q85368,R761805
Q85369,R207489
Q85374,R365301
Q85376,R682826
Q85378,R853722
Q85380,R907055
Q85387,R015100
Q85391,R630651
Q85396,R791556
Q85399,R268156
Q85408,R156417
Q85413,R844224
Q85433,R412845
Q85438,R030188
Q85457,R056964
Q85493,R956516
Q85496,R724934
Q85497,R169234
Q85500,R952328
Q85503,R699937
Q85508,R373890
Q85512,R837157
Q85513,R698390
Q85514,R217205
Q85515,R732064
Q85519,R213476
Q85523,R223692
Q85527,R455643
Q85528,R502218
Q85532,R773437
Q85541,R291610
Q85543,R006536
Q85546,R820582
Q85552,R173187
Q85560,R902227
Q85562,R379925
Q85566,R573922
Q85572,R966915
Q85577,R466001
Q85578,R739772
Q85592,R073130
Q85593,R544152
Q85598,R580077
Q85599,R328593
Q85600,R653550
Q85606,R567669
Q85613,R920149
Q85626,R013281
Q85634,R221076
Q85644,R593988
Q85651,R595465
Q85652,R470906
Q85654,R293000
Q85661,R595234
Q85662,R005184
Q85675,R030425
Q85680,R836017
Q85687,R182738
Q85688,R036237
Q85694,R159376
Q85702,R009359
Q85710,R874031
Q85720,R027735
Q85724,R127480
Q85728,R446543
Q85729,R108172
Q85741,R208052
Q85744,R600565
Q85764,R372420
Q85765,R855911
Q85779,R228751
Q85781,R639782
Q85786,R465370
Q85793,R224277
Q85801,R876705
Q85803,R352320
Q85812,R086285
Q85821,R286216
Q85831,R582254
Q85832,R598798
Q85844,R348431
Q85847,R375578
Q85854,R896794
Q85856,R544567
Q85867,R657486
Q85872,R983555
Q85873,R079359
Q85874,R728266
Q85878,R403942
Q85885,R348545
Q85890,R076836
Q85897,R975606
Q85898,R794665
Q85914,R690875
Q85919,R314295
Q85921,R414373
Q85929,R966113
Q85939,R559835
Q85946,R223987
Q85960,R591490
Q85971,R790917
Q85981,R362527
Q85984,R704050
Q85985,R560772
Q85993,R552430
Q85995,R846184
Q86004,R458556
Q86013,R520453
Q86023,R952482
Q86029,R114046
Q86030,R139032
Q86049,R440729
Q86051,R440804
Q86053,R375654
Q86063,R663982
Q86065,R376207
Q86070,R268209
Q86075,R043564
Q86087,R443001
Q86100,R269890
Q86101,R310150
Q86108,R847710
Q86109,R500772
Q86111,R351208
Q86119,R292537
Q86120,R356634
Q86124,R123374
Q86142,R695556
Q86150,R638089
Q86154,R915066
Q86172,R437713
Q86180,R660951
Q86192,R047522
Q86200,R049482
Q86207,R803891
Q86209,R675117
Q86213,R515457
Q86216,R860058
Q86217,R997786
Q86219,R047465
Q86220,R103126
Q86227,R654702
Q86242,R272847
Q86243,R538785
Q86245,R395784
Q86249,R795871
Q86256,R879519
Q86260,R624223
Q86264,R278443
Q86269,R594794
Q86275,R479121
Q86276,R033398
Q86279,R712631
Q86281,R374729
Q86284,R492144
Q86296,R009494
Q86297,R850509
Q86303,R122577
Q86304,R015195
Q86305,R526248
Q86312,R158229
Q86315,R578363
Q86317,R344904
Q86320,R204011
Q86321,R410985
Q86322,R240128
Q86324,R978478
Q86326,R666342
Q86327,R826387
Q86335,R135166
Q86349,R790907
Q86350,R979855
Q86351,R196704
Q86353,R737446
Q86357,R736296
Q86373,R863154
Q86376,R035029
Q86379,R418344
Q86400,R034929
Q86401,R059284
Q86403,R282237
Q86410,R177573
Q86411,R499556
Q86414,R865037
Q86420,R760334
Q86422,R788282
Q86439,R743813
Q86448,R027348
Q86450,R256100
Q86451,R271434
Q86453,R742223
Q86463,R357361
Q86465,R303050
Q86466,R258587
Q86467,R702846
Q86468,R319331
Q86472,R713128
Q86476,R950593
Q86477,R726571
Q86478,R069008
Q86481,R092052
Q86490,R463453
Q86493,R589020
Q86502,R648122
Q86506,R928704
Q86510,R143956
Q86512,R749684
Q86517,R810919
Q86535,R197861
Q86558,R489937
Q86559,R628703
Q86562,R553052
Q86563,R235360
Q86565,R927101
Q86566,R477549
Q86573,R622928
Q86578,R723144
Q86580,R587630
Q86583,R389674
Q86584,R622463
Q86589,R574973
Q86592,R279256
Q86595,R414878
Q86598,R599133
Q86606,R431588
Q86608,R367767
Q86612,R660945
Q86616,R985973
Q86621,R906168
Q86625,R453483
Q86628,R556598
Q86640,R161508
Q86646,R607357
Q86651,R942952
Q86660,R880245
Q86661,R768725
Q86662,R346004
Q86670,R930748
Q86680,R970285
Q86685,R638482
Q86689,R765217
Q86695,R716858
Q86697,R167478
Q86699,R788056
Q86714,R577340
Q86718,R294060
Q86729,R687331
Q86730,R228826
Q86731,R637686
Q86735,R474869
Q86736,R378300
Q86737,R656233
Q86742,R199964
Q86744,R614893
Q86749,R972927
Q86750,R145052
Q86756,R785660
Q86769,R370611
Q86770,R319218
Q86773,R055647
Q86774,R170523
Q86776,R653600
Q86782,R131178
Q86791,R573854
Q86794,R005480
Q86799,R259599
Q86807,R788747
Q86808,R015023
Q86811,R277645
Q86817,R769379
Q86826,R068798
Q86831,R676088
Q86834,R672128
Q86842,R514987
Q86849,R379588
Q86854,R979883
Q86866,R853082
Q86867,R217534
Q86871,R794353
Q86882,R347826
Q86886,R844645
Q86889,R894183
Q86890,R729219
Q86893,R402547
Q86895,R453349
Q86897,R831634
Q86898,R960585
Q86900,R574109
Q86905,R936492
Q86911,R347833
Q86912,R341971
Q86925,R452765
Q86937,R216412
Q86938,R586434
Q86946,R179849
Q86952,R664286
Q86954,R415967
Q86958,R597289
Q86963,R053761
Q86975,R921688
Q86979,R012960
Q86985,R061017
Q86988,R679343
Q86991,R905889
Q86992,R648526
Q86993,R785430
Q87002,R029416
Q87006,R591178
Q87018,R162415
Q87019,R741959
Q87023,R241995
Q87033,R197392
Q87041,R677662
Q87045,R821117
Q87051,R590430
Q87054,R409817
Q87066,R468794
Q87070,R370537
Q87075,R662281
Q87079,R337232
Q87080,R804378
Q87087,R287703
Q87096,R429307
Q87107,R493164
Q87111,R053607
Q87113,R066519
Q87115,R762348
Q87118,R787151
Q87120,R956437
Q87121,R201895
Q87124,R104602
Q87128,R235617
Q87129,R112353
Q87132,R157921
Q87137,R967358
Q87141,R791309
Q87145,R273999
Q87149,R697698
Q87152,R638232
Q87160,R631438
Q87166,R342016
Q87176,R810302
Q87180,R693919
Q87182,R415486
Q87185,R887024
Q87190,R258201
Q87193,R037954
Q87195,R163443
Q87203,R028067
Q87209,R141041
Q87215,R338830
Q87221,R138949
Q87223,R056981
Q87224,R943824
Q87228,R443790
Q87241,R205059
Q87249,R255575
Q87254,R476639
Q87261,R092269
Q87264,R897650
Q87270,R276020
Q87282,R010610
Q87284,R078284
Q87286,R158769
Q87298,R859268
Q87299,R973764
Q87302,R946557
Q87312,R666819
Q87315,R920582
Q87320,R223109
Q87333,R560960
Q87338,R737154
Q87339,R909256
Q87341,R363898
Q87342,R840033
Q87344,R794429
Q87347,R127509
Q87351,R783260
Q87362,R354534
Q87368,R721123
Q87370,R927538
Q87374,R581318
Q87375,R430806
Q87379,R939639
Q87388,R487786
Q87394,R231618
Q87395,R909851
Q87398,R706046
Q87403,R749492
Q87408,R511748
Q87411,R986280
Q87412,R208794
Q87422,R606699
Q87426,R530541
Q87430,R655321
Q87440,R749896
Q87443,R455638
Q87459,R311712
Q87460,R909757
Q87466,R469710
Q87469,R934964
Q87470,R582299
Q87472,R780834
Q87480,R592653
Q87484,R433475
Q87486,R384199
Q87490,R239314
Q87492,R677617
Q87495,R642377
Q87505,R678983
Q87512,R394766
Q87513,R997257
Q87514,R458152
Q87523,R769095
Q87531,R653923
Q87534,R266769
Q87535,R999085
Q87545,R066625
Q87546,R281222
Q87551,R246995
Q87552,R336108
Q87558,R971160
Q87571,R542640
Q87577,R647549
Q87579,R996501
Q87589,R851533
Q87593,R880275
Q87596,R846983
Q87601,R904876
Q87605,R651817
Q87606,R767058
Q87608,R953453
Q87616,R599006
Q87621,R596645
Q87622,R320946
Q87626,R021049
Q87629,R313810
Q87634,R658432
Q87642,R273720
Q87646,R605242
Q87665,R748444
Q87668,R784998
Q87670,R176273
Q87675,R162178
Q87691,R768467
Q87692,R200354
Q87695,R903591
Q87706,R659777
Q87707,R451174
Q87712,R937596
Q87713,R469748
Q87727,R591543
Q87731,R670003
Q87740,R132304
Q87764,R404558
Q87769,R739782
Q87772,R836747
Q87776,R081869
Q87779,R368143
Q87783,R144664
Q87797,R997343
Q87800,R916772
Q87803,R124126
Q87805,R110353
Q87819,R286455
Q87824,R197614
Q87825,R947852
Q87832,R953477
Q87836,R677430
Q87838,R958706
Q87839,R435720
Q87840,R758650
Q87847,R815386
Q87855,R452888
Q87861,R970344
Q87870,R701669
Q87871,R348381
Q87875,R421847
Q87879,R328157
Q87880,R463257
Q87886,R442660
Q87893,R985623
Q87894,R931075
Q87896,R884733
Q87897,R206591
Q87898,R376696
Q87900,R486911
Q87902,R643851
Q87904,R598269
Q87909,R399576
Q87913,R444374
Q87917,R296476
Q87918,R920772
Q87920,R544119
Q87921,R607836
Q87930,R479135
Q87932,R666596
Q87934,R093101
Q87947,R485393
Q87960,R346606
Q87961,R751376
Q87963,R731949
Q87969,R917178
Q87983,R567090
Q87984,R787991
Q87986,R507109
Q87988,R867779
Q87989,R084205
Q87993,R006153
Q88001,R458117
Q88003,R699480
Q88005,R391759
Q88006,R724670
Q88010,R179480
Q88020,R473349
Q88022,R014433
Q88025,R449794
Q88027,R130211
Q88031,R205727
Q88034,R623485
Q88060,R138257
Q88064,R479773
Q88068,R689068
Q88074,R767818
Q88076,R726355
Q88079,R741461
Q88084,R036538
Q88085,R566924
Q88099,R045622
Q88106,R129763
Q88107,R382632
Q88116,R818217
Q88135,R619188
Q88139,R903598
Q88142,R224844
Q88143,R827062
Q88150,R016842
Q88159,R417256
Q88164,R050410
Q88168,R984174
Q88170,R855903
Q88175,R824169
Q88177,R969172
Q88179,R027327
Q88183,R471790
Q88184,R624877
Q88188,R127302
Q88193,R240147
Q88201,R164766
Q88210,R766049
Q88211,R402352
Q88212,R521739
Q88220,R793127
Q88223,R460914
Q88226,R754441
Q88232,R231941
Q88236,R610927
Q88239,R337897
Q88243,R104963
Q88250,R887106
Q88256,R017769
Q88257,R843787
Q88273,R126515
Q88284,R790770
Q88291,R005146
Q88293,R695242
Q88294,R113280
Q88299,R459209
Q88300,R819558
Q88316,R812979
Q88317,R001166
Q88330,R412038
Q88335,R190852
Q88340,R336683
Q88349,R537853
Q88354,R946441
Q88364,R882671
Q88369,R281164
Q88374,R353615
Q88376,R372005
Q88380,R152867
Q88381,R771793
Q88383,R570475
Q88388,R277296
Q88390,R816704
Q88391,R212362
Q88403,R507101
Q88406,R950273
Q88412,R580095
Q88415,R301924
Q88421,R210813
Q88422,R518835
Q88425,R058177
Q88438,R568044
Q88439,R070804
Q88441,R980189
Q88443,R928781
Q88446,R959833
Q88448,R456811
Q88457,R224697
Q88463,R723052
Q88474,R251042
Q88476,R384782
Q88484,R025873
Q88486,R952798
Q88490,R619025
Q88493,R924408
Q88500,R170844
Q88501,R974600
Q88506,R406444
Q88510,R210972
Q88511,R467818
Q88515,R132282
Q88516,R763162
Q88530,R874973
Q88544,R525480
Q88552,R600003
Q88567,R381419
Q88572,R153874
Q88574,R237695
Q88575,R644792
Q88578,R969129
Q88595,R475030
Q88597,R167042
Q88599,R235128
Q88606,R273769
Q88609,R839075
Q88613,R493404
Q88619,R645485
Q88620,R108403
Q88626,R044913
Q88629,R663260
Q88630,R753329
Q88634,R735364
Q88644,R366292
Q88645,R460812
Q88658,R678080
Q88662,R613863
Q88663,R535590
Q88665,R162995
Q88674,R138738
Q88693,R110757
Q88704,R583754
Q88705,R125972
Q88706,R490775
Q88717,R128505
Q88736,R451506
Q88744,R486573
Q88746,R981595
Q88747,R705592
Q88752,R325525
Q88757,R054438
Q88785,R922106
Q88790,R415582
Q88794,R310482
Q88798,R402662
Q88800,R548414
Q88805,R431289
Q88807,R708469
Q88813,R417538
Q88818,R166591
Q88820,R521878
Q88829,R950534
Q88835,R473484
Q88852,R450980
Q88855,R215527
Q88861,R162704
Q88863,R479247
Q88869,R265333
Q88874,R699460
Q88876,R373451
Q88880,R054096
Q88886,R832354
Q88887,R240347
Q88889,R897881
Q88893,R186160
Q88907,R940588
Q88910,R774511
Q88915,R594166
Q88917,R171198
Q88923,R815102
Q88926,R283170
Q88930,R037080
Q88934,R613252
Q88939,R165498
Q88940,R608328
Q88943,R193891
Q88946,R309639
